safe	reply_safe	«نمی» میفروشم	این اکانت رو میفروشی؟
safe	grammar_near_miss	منظورش از «پیشنهاد بالای ۵۰۰ قبول» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه پیشنهاد بالای ۵۰۰ قبول	
safe	grammar_near_miss	«پیشنهاد بالای ۵۰۰ قبول»	
safe	grammar_near_miss	پیشنهاد بالای ۵۰۰ قبول ولی شوخی کردم و چیزی برای فروش ندارم	
safe	grammar_near_miss	منظورش از «هرکی خریدار بود پیام بده» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه هرکی خریدار بود پیام بده	
safe	grammar_near_miss	«هرکی خریدار بود پیام بده»	
safe	grammar_near_miss	هرکی خریدار بود پیام بده ولی شوخی کردم و چیزی برای فروش ندارم	
safe	grammar_near_miss	منظورش از «برای این اکانت ۲ تومن میخوام» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه برای این اکانت ۲ تومن میخوام	
safe	grammar_near_miss	«برای این اکانت ۲ تومن میخوام»	
safe	grammar_near_miss	برای این اکانت ۲ تومن میخوام ولی شوخی کردم و چیزی برای فروش ندارم	
safe	grammar_near_miss	منظورش از «قیمت بده اگه خوب باشه میفروشم» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه قیمت بده اگه خوب باشه میفروشم	
safe	grammar_near_miss	«قیمت بده اگه خوب باشه میفروشم»	
safe	grammar_near_miss	قیمت بده اگه خوب باشه میفروشم ولی شوخی کردم و چیزی برای فروش ندارم	
safe	grammar_near_miss	منظورش از «کسی اینو میخواد؟ قیمت توافقی» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه کسی اینو میخواد؟ قیمت توافقی	
safe	grammar_near_miss	«کسی اینو میخواد؟ قیمت توافقی»	
safe	grammar_near_miss	کسی اینو میخواد؟ قیمت توافقی ولی شوخی کردم و چیزی برای فروش ندارم	
safe	grammar_near_miss	منظورش از «این اکانت با اکانت لول بالا تعویض میشه؟» چیه؟	
safe	grammar_near_miss	ادمین این طرف میگه این اکانت با اکانت لول بالا تعویض میشه؟	
safe	grammar_near_miss	«این اکانت با اکانت لول بالا تعویض میشه؟»	
safe	grammar_near_miss	این اکانت با اکانت لول بالا تعویض میشه؟ ولی شوخی کردم و چیزی برای فروش ندارم	
sell	word_separators	اکانت💰فروشی قیمت توافقی	
sell	word_separators	قیمت.بده.اگه.خوب.باشه.میفروشم	
safe	word_separators	خرید.و.فروش.توی.این.گروه.ممنوعه	
safe	quote	'selling my account for $500, DM me'	
